,Code,Measure,Gender,Race,Race_type,Location,Location_type,Income,Income_type,Time,Time_type,Value
24,EBACC_E,%age entered for English Baccalaureate,,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,48.7
25,EBACC_E,%age entered for English Baccalaureate,,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,34.0
26,EBACC_E,%age entered for English Baccalaureate,,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,39.7
0,NOT_EBACC,%age did not pass English Baccalaureate,,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,76.3
1,NOT_EBACC,%age did not pass English Baccalaureate,,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,76.6
2,NOT_EBACC,%age did not pass English Baccalaureate,,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,65.3
3,NOT_EBACC,%age did not pass English Baccalaureate,,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,96.7
4,NOT_EBACC,%age did not pass English Baccalaureate,,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.6
5,NOT_EBACC,%age did not pass English Baccalaureate,,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,71.7
6,NOT_EBACC,%age did not pass English Baccalaureate,,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,73.3
7,NOT_EBACC,%age did not pass English Baccalaureate,,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,82.3
8,NOT_EBACC,%age did not pass English Baccalaureate,,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,74.2
9,NOT_EBACC,%age did not pass English Baccalaureate,,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,64.9
10,NOT_EBACC,%age did not pass English Baccalaureate,,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,70.1
11,NOT_EBACC,%age did not pass English Baccalaureate,,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,68.7
12,NOT_EBACC,%age did not pass English Baccalaureate,,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,58.7
13,NOT_EBACC,%age did not pass English Baccalaureate,,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,77.6
14,NOT_EBACC,%age did not pass English Baccalaureate,,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,70.8
15,NOT_EBACC,%age did not pass English Baccalaureate,,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,48.0
16,NOT_EBACC,%age did not pass English Baccalaureate,,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,61.7
17,NOT_EBACC,%age did not pass English Baccalaureate,,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,77.0
18,NOT_EBACC,%age did not pass English Baccalaureate,,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,84.1
19,NOT_EBACC,%age did not pass English Baccalaureate,,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,73.6
20,NOT_EBACC,%age did not pass English Baccalaureate,,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,79.7
21,NOT_EBACC,%age did not pass English Baccalaureate,,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,69.2
22,NOT_EBACC,%age did not pass English Baccalaureate,,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,79.3
23,NOT_EBACC,%age did not pass English Baccalaureate,,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,48.0
24,NOT_EBACC,%age did not pass English Baccalaureate,,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,69.2
25,NOT_EBACC,%age did not pass English Baccalaureate,,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,79.3
26,NOT_EBACC,%age did not pass English Baccalaureate,,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,75.3
0,EBACC,%age passed English Baccalaureate,,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,23.7
1,EBACC,%age passed English Baccalaureate,,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,23.4
2,EBACC,%age passed English Baccalaureate,,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,34.7
3,EBACC,%age passed English Baccalaureate,,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.3
4,EBACC,%age passed English Baccalaureate,,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.4
5,EBACC,%age passed English Baccalaureate,,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,28.3
6,EBACC,%age passed English Baccalaureate,,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,26.7
7,EBACC,%age passed English Baccalaureate,,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,17.7
8,EBACC,%age passed English Baccalaureate,,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,25.8
9,EBACC,%age passed English Baccalaureate,,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,35.1
10,EBACC,%age passed English Baccalaureate,,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,29.9
11,EBACC,%age passed English Baccalaureate,,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,31.3
12,EBACC,%age passed English Baccalaureate,,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,41.3
13,EBACC,%age passed English Baccalaureate,,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,22.4
14,EBACC,%age passed English Baccalaureate,,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,29.2
15,EBACC,%age passed English Baccalaureate,,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,52.0
16,EBACC,%age passed English Baccalaureate,,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,38.3
17,EBACC,%age passed English Baccalaureate,,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,23.0
18,EBACC,%age passed English Baccalaureate,,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,15.9
19,EBACC,%age passed English Baccalaureate,,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,26.4
20,EBACC,%age passed English Baccalaureate,,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,20.3
21,EBACC,%age passed English Baccalaureate,,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,30.8
22,EBACC,%age passed English Baccalaureate,,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,20.7
23,EBACC,%age passed English Baccalaureate,,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,52.0
24,EBACC,%age passed English Baccalaureate,,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,30.8
25,EBACC,%age passed English Baccalaureate,,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,20.7
26,EBACC,%age passed English Baccalaureate,,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,24.7
0,NOT_ENTANY,%age not entered for any GCSEs,,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,1.6
1,NOT_ENTANY,%age not entered for any GCSEs,,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.6
2,NOT_ENTANY,%age not entered for any GCSEs,,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.4
3,NOT_ENTANY,%age not entered for any GCSEs,,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,10.7
4,NOT_ENTANY,%age not entered for any GCSEs,,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,8.8
5,NOT_ENTANY,%age not entered for any GCSEs,,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.6
6,NOT_ENTANY,%age not entered for any GCSEs,,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,1.5
7,NOT_ENTANY,%age not entered for any GCSEs,,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.7
8,NOT_ENTANY,%age not entered for any GCSEs,,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.5
9,NOT_ENTANY,%age not entered for any GCSEs,,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.1
10,NOT_ENTANY,%age not entered for any GCSEs,,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.6
11,NOT_ENTANY,%age not entered for any GCSEs,,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,1.5
12,NOT_ENTANY,%age not entered for any GCSEs,,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.1
13,NOT_ENTANY,%age not entered for any GCSEs,,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.6
14,NOT_ENTANY,%age not entered for any GCSEs,,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.4
15,NOT_ENTANY,%age not entered for any GCSEs,,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,0.7
16,NOT_ENTANY,%age not entered for any GCSEs,,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.9
17,NOT_ENTANY,%age not entered for any GCSEs,,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,1.8
18,NOT_ENTANY,%age not entered for any GCSEs,,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.8
19,NOT_ENTANY,%age not entered for any GCSEs,,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.6
20,NOT_ENTANY,%age not entered for any GCSEs,,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.6
21,NOT_ENTANY,%age not entered for any GCSEs,,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.2
22,NOT_ENTANY,%age not entered for any GCSEs,,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,5.8
23,NOT_ENTANY,%age not entered for any GCSEs,,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,0.7
24,NOT_ENTANY,%age not entered for any GCSEs,,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,2.2
25,NOT_ENTANY,%age not entered for any GCSEs,,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,5.8
26,NOT_ENTANY,%age not entered for any GCSEs,,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,1.7
0,ENTANY,%age entered for any GCSEs,,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.4
1,ENTANY,%age entered for any GCSEs,,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.4
2,ENTANY,%age entered for any GCSEs,,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.6
3,ENTANY,%age entered for any GCSEs,,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,89.3
4,ENTANY,%age entered for any GCSEs,,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,91.2
5,ENTANY,%age entered for any GCSEs,,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.4
6,ENTANY,%age entered for any GCSEs,,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.5
7,ENTANY,%age entered for any GCSEs,,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.3
8,ENTANY,%age entered for any GCSEs,,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.5
9,ENTANY,%age entered for any GCSEs,,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.9
10,ENTANY,%age entered for any GCSEs,,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.4
11,ENTANY,%age entered for any GCSEs,,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.5
12,ENTANY,%age entered for any GCSEs,,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.9
13,ENTANY,%age entered for any GCSEs,,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.4
14,ENTANY,%age entered for any GCSEs,,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.6
15,ENTANY,%age entered for any GCSEs,,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,99.3
16,ENTANY,%age entered for any GCSEs,,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.1
17,ENTANY,%age entered for any GCSEs,,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.2
18,ENTANY,%age entered for any GCSEs,,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.2
19,ENTANY,%age entered for any GCSEs,,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.4
20,ENTANY,%age entered for any GCSEs,,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.4
21,ENTANY,%age entered for any GCSEs,,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.8
22,ENTANY,%age entered for any GCSEs,,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,94.2
23,ENTANY,%age entered for any GCSEs,,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,99.3
24,ENTANY,%age entered for any GCSEs,,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,97.8
25,ENTANY,%age entered for any GCSEs,,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,94.2
26,ENTANY,%age entered for any GCSEs,,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,98.3
0,NOT_ANYPASS,%age didn't pass any GCSEs,,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,1.9
1,NOT_ANYPASS,%age didn't pass any GCSEs,,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.9
2,NOT_ANYPASS,%age didn't pass any GCSEs,,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.7
3,NOT_ANYPASS,%age didn't pass any GCSEs,,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,11.5
4,NOT_ANYPASS,%age didn't pass any GCSEs,,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,15.4
5,NOT_ANYPASS,%age didn't pass any GCSEs,,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.0
6,NOT_ANYPASS,%age didn't pass any GCSEs,,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,1.8
7,NOT_ANYPASS,%age didn't pass any GCSEs,,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.2
8,NOT_ANYPASS,%age didn't pass any GCSEs,,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.7
9,NOT_ANYPASS,%age didn't pass any GCSEs,,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.2
10,NOT_ANYPASS,%age didn't pass any GCSEs,,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.9
11,NOT_ANYPASS,%age didn't pass any GCSEs,,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,1.6
12,NOT_ANYPASS,%age didn't pass any GCSEs,,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.2
13,NOT_ANYPASS,%age didn't pass any GCSEs,,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.8
14,NOT_ANYPASS,%age didn't pass any GCSEs,,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.5
15,NOT_ANYPASS,%age didn't pass any GCSEs,,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,0.7
16,NOT_ANYPASS,%age didn't pass any GCSEs,,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.0
17,NOT_ANYPASS,%age didn't pass any GCSEs,,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,1.9
18,NOT_ANYPASS,%age didn't pass any GCSEs,,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.1
19,NOT_ANYPASS,%age didn't pass any GCSEs,,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.7
20,NOT_ANYPASS,%age didn't pass any GCSEs,,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.7
21,NOT_ANYPASS,%age didn't pass any GCSEs,,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.6
22,NOT_ANYPASS,%age didn't pass any GCSEs,,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,6.5
23,NOT_ANYPASS,%age didn't pass any GCSEs,,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,0.7
24,NOT_ANYPASS,%age didn't pass any GCSEs,,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,2.6
25,NOT_ANYPASS,%age didn't pass any GCSEs,,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,6.5
26,NOT_ANYPASS,%age didn't pass any GCSEs,,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,2.0
0,ANYPASS,%age passed at least 1 GCSE,,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.1
1,ANYPASS,%age passed at least 1 GCSE,,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.1
2,ANYPASS,%age passed at least 1 GCSE,,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.3
3,ANYPASS,%age passed at least 1 GCSE,,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,88.5
4,ANYPASS,%age passed at least 1 GCSE,,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,84.6
5,ANYPASS,%age passed at least 1 GCSE,,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.0
6,ANYPASS,%age passed at least 1 GCSE,,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.2
7,ANYPASS,%age passed at least 1 GCSE,,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.8
8,ANYPASS,%age passed at least 1 GCSE,,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.3
9,ANYPASS,%age passed at least 1 GCSE,,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.8
10,ANYPASS,%age passed at least 1 GCSE,,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.1
11,ANYPASS,%age passed at least 1 GCSE,,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.4
12,ANYPASS,%age passed at least 1 GCSE,,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.8
13,ANYPASS,%age passed at least 1 GCSE,,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.2
14,ANYPASS,%age passed at least 1 GCSE,,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.5
15,ANYPASS,%age passed at least 1 GCSE,,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,99.3
16,ANYPASS,%age passed at least 1 GCSE,,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.0
17,ANYPASS,%age passed at least 1 GCSE,,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.1
18,ANYPASS,%age passed at least 1 GCSE,,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.9
19,ANYPASS,%age passed at least 1 GCSE,,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.3
20,ANYPASS,%age passed at least 1 GCSE,,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.3
21,ANYPASS,%age passed at least 1 GCSE,,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.4
22,ANYPASS,%age passed at least 1 GCSE,,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,93.5
23,ANYPASS,%age passed at least 1 GCSE,,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,99.3
24,ANYPASS,%age passed at least 1 GCSE,,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,97.4
25,ANYPASS,%age passed at least 1 GCSE,,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,93.5
26,ANYPASS,%age passed at least 1 GCSE,,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,98.0
0,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,3.1
1,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.0
2,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.6
3,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,18.0
4,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,23.4
5,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,4.2
6,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,3.1
7,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.6
8,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.7
9,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.0
10,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.4
11,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,2.7
12,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.3
13,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.9
14,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.7
15,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.9
16,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.0
17,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,3.2
18,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.5
19,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.8
20,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,4.3
21,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,4.6
22,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,10.7
23,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,1.9
24,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,4.6
25,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,10.7
26,NOT_ENTBASICS,%age not entered for GCSE English and Maths,,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,3.2
0,ENTBASICS,%age entered for GCSE English and Maths,,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,96.9
1,ENTBASICS,%age entered for GCSE English and Maths,,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.0
2,ENTBASICS,%age entered for GCSE English and Maths,,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.4
3,ENTBASICS,%age entered for GCSE English and Maths,,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,82.0
4,ENTBASICS,%age entered for GCSE English and Maths,,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,76.6
5,ENTBASICS,%age entered for GCSE English and Maths,,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,95.8
6,ENTBASICS,%age entered for GCSE English and Maths,,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,96.9
7,ENTBASICS,%age entered for GCSE English and Maths,,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,96.4
8,ENTBASICS,%age entered for GCSE English and Maths,,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.3
9,ENTBASICS,%age entered for GCSE English and Maths,,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.0
10,ENTBASICS,%age entered for GCSE English and Maths,,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,96.6
11,ENTBASICS,%age entered for GCSE English and Maths,,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,97.3
12,ENTBASICS,%age entered for GCSE English and Maths,,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.7
13,ENTBASICS,%age entered for GCSE English and Maths,,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.1
14,ENTBASICS,%age entered for GCSE English and Maths,,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.3
15,ENTBASICS,%age entered for GCSE English and Maths,,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.1
16,ENTBASICS,%age entered for GCSE English and Maths,,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.0
17,ENTBASICS,%age entered for GCSE English and Maths,,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,96.8
18,ENTBASICS,%age entered for GCSE English and Maths,,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,96.5
